customer_id,churn,gender_male,senior_citizen_65,partner,dependents,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,charges_monthly,charges_total,internet,charges_daily,charges_average,charges_average_log,charges_total_log,charges_monthly_log,tenure_log,subcription_no_streaming,subcription_total,streaming,family,dsl,fiber_optic,no_internet,month_to_month,one_year,two_year,bank_transfer_automatic,credit_card_automatic,electronic_check,mailed_check,automatic_payment,subcription_total_group,subcription_no_streaming_group
0516-QREYC,0,0,1,0,0,24,1,0,No,0,0,0,0,0,0,month_to_month,1,mailed_check,20.3,459.95,0,0.6766666666666666,19.21,2.955430976780465,6.131117787923166,3.0106208860477417,3.1780538303479458,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0-2,0-1
0516-UXRMT,0,0,0,0,0,62,1,1,Fiber optic,1,1,1,0,0,0,one_year,1,electronic_check,92.05,5755.8,1,3.0683333333333334,92.82301587301588,4.530694624914319,8.657963321051957,4.522331907679087,4.127134385045092,3,3,0,0,0,1,0,0,1,0,0,0,1,0,0,3-4,3-4
0516-VRYBW,1,0,0,0,1,18,1,0,No,0,0,0,0,0,0,one_year,0,bank_transfer_automatic,20.15,390.85,0,0.6716666666666666,21.63157894736842,3.0741542353297944,5.968323854666339,3.0032042883926917,2.8903717578961645,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0-2,0-1
0516-WJVXC,1,0,0,0,0,5,1,0,DSL,1,0,0,1,0,0,month_to_month,0,electronic_check,54.2,308.25,1,1.8066666666666669,60.40833333333333,4.101127064518832,5.730911142044453,3.9926809084456005,1.6094379124341003,2,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0-2,2
0519-DRGTI,0,0,0,1,1,20,1,0,No,0,0,0,0,0,0,month_to_month,0,mailed_check,20.35,442.6,0,0.6783333333333333,22.045238095238098,3.093096619170633,6.092666427616949,3.013080911888604,2.995732273553991,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0-2,0-1
0519-XUZJU,1,0,0,0,0,1,1,0,Fiber optic,0,0,0,0,0,0,month_to_month,0,mailed_check,70.75,70.75,1,2.3583333333333334,70.75,4.259152536523347,4.259152536523347,4.259152536523347,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0-2,0-1
0520-FDVVT,1,1,0,0,0,35,1,0,Fiber optic,0,1,1,0,1,1,one_year,1,bank_transfer_automatic,102.35,3626.1,1,3.4116666666666666,103.56805555555555,4.640228938219235,8.195912969533522,4.628398312107299,3.5553480614894135,2,4,1,0,0,1,0,0,1,0,1,0,0,0,1,3-4,2
0523-VNGTF,0,0,1,0,0,52,0,0,DSL,0,1,1,1,1,0,month_to_month,1,electronic_check,50.5,2566.3,1,1.6833333333333333,49.37358490566038,3.8994155626720524,7.850220451825755,3.9219733362813143,3.9512437185814275,3,4,1,0,1,0,0,1,0,0,0,0,1,0,0,3-4,3-4
0524-IAVZO,1,0,0,1,0,30,1,1,Fiber optic,0,0,0,0,0,1,month_to_month,1,electronic_check,85.0,2624.25,1,2.8333333333333335,87.39516129032258,4.470439918317958,7.872550419915907,4.442651256490317,3.4011973816621555,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
0526-SXDJP,0,1,0,1,0,72,0,0,DSL,1,1,1,0,0,0,two_year,0,bank_transfer_automatic,42.1,2962.0,1,1.4033333333333333,41.152054794520545,3.7172738601296387,7.993619994827744,3.7400477406883357,4.276666119016055,3,3,0,1,1,0,0,0,0,1,1,0,0,0,1,3-4,3-4
0529-ONKER,1,1,1,0,0,15,1,1,Fiber optic,0,0,0,0,0,0,month_to_month,0,electronic_check,75.65,1146.65,1,2.521666666666667,76.39375000000001,4.335900886543436,7.0445999267099815,4.326117440234365,2.70805020110221,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
0530-IJVDB,0,1,0,0,1,70,1,1,Fiber optic,1,1,1,1,1,1,two_year,1,electronic_check,114.6,7882.5,1,3.82,112.63521126760564,4.72415437790165,8.972400391419216,4.741447804280639,4.248495242049359,4,6,1,1,0,1,0,0,0,1,0,0,1,0,0,5-6,3-4
0531-XBKMM,0,1,0,0,1,66,1,1,DSL,1,1,0,1,0,0,two_year,0,bank_transfer_automatic,65.7,4378.9,1,2.19,66.33731343283581,4.194752535756402,8.38455283027666,4.185098925490565,4.189654742026425,3,3,0,1,1,0,0,0,0,1,1,0,0,0,1,3-4,3-4
0531-ZZJWQ,0,1,1,1,0,55,1,1,Fiber optic,0,0,0,0,0,0,month_to_month,1,electronic_check,74.0,4052.4,1,2.466666666666667,73.68571428571428,4.299808944391931,8.307064577179522,4.30406509320417,4.007333185232471,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
0533-BNWKF,1,0,1,1,0,55,1,1,Fiber optic,0,1,1,0,0,0,month_to_month,1,electronic_check,85.45,4874.7,1,2.8483333333333336,88.57410714285713,4.483839570462029,8.49181384307684,4.4479314095616,4.007333185232471,2,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0-2,2
0533-UCAAU,0,1,1,1,0,57,1,1,DSL,0,1,1,0,1,0,one_year,1,credit_card_automatic,71.1,4140.1,1,2.3699999999999997,72.60689655172415,4.285059911144524,8.328475221117015,4.264087336809195,4.04305126783455,2,3,1,1,1,0,0,0,1,0,0,1,0,0,1,3-4,2
0536-ACXIP,0,0,0,1,0,72,1,1,Fiber optic,1,1,1,0,1,1,two_year,1,electronic_check,109.55,8165.1,1,3.6516666666666664,113.35136986301369,4.7304924621298605,9.007624252726995,4.696381066041475,4.276666119016055,3,5,1,1,0,1,0,0,0,1,0,0,1,0,0,5-6,3-4
0536-BGFMZ,0,0,0,1,0,28,1,0,No,0,0,0,0,0,0,month_to_month,0,mailed_check,20.5,563.05,0,0.6833333333333333,20.122413793103448,3.0018343078718885,6.3333684341430345,3.0204248861443626,3.332204510175204,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0-2,0-1
0536-ESJEP,0,1,0,1,0,54,1,0,DSL,1,1,0,0,1,1,two_year,1,bank_transfer_automatic,74.55,4191.45,1,2.485,77.56363636363636,4.351098713798825,8.340802015103028,4.311470041210748,3.9889840465642745,2,4,1,1,1,0,0,0,0,1,1,0,0,0,1,3-4,2
0537-QYZZN,0,1,1,1,1,24,1,1,Fiber optic,1,0,0,0,0,0,month_to_month,1,electronic_check,79.85,1857.75,1,2.6616666666666666,77.50399999999999,4.3503295479306265,7.527121357037578,4.380149874661021,3.1780538303479458,1,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
0541-FITGH,0,0,0,1,0,2,1,0,DSL,1,0,0,0,0,1,month_to_month,1,mailed_check,62.15,113.1,1,2.0716666666666668,58.416666666666664,4.06760123724659,4.728272383122075,4.12955081795672,0.6931471805599453,1,2,1,1,1,0,0,1,0,0,0,0,0,1,0,0-2,0-1
0547-HURJB,0,1,0,0,1,12,1,0,No,0,0,0,0,0,0,month_to_month,0,credit_card_automatic,21.05,235.8,0,0.7016666666666667,19.75769230769231,2.98354289945174,5.462983988103271,3.0469005601283903,2.4849066497880004,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0-2,0-1
0549-CYCQN,0,1,1,0,0,51,1,1,Fiber optic,0,1,0,0,0,0,one_year,1,bank_transfer_automatic,79.6,3974.7,1,2.6533333333333333,77.96730769230768,4.35628960667926,8.287704552542188,4.377014092850337,3.9318256327243257,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0-2,0-1
0550-DCXLH,0,1,0,0,0,13,1,0,DSL,0,1,0,1,1,1,month_to_month,0,mailed_check,73.35,931.55,1,2.445,71.77857142857142,4.273585983439655,6.8368498654663625,4.295242504588991,2.5649493574615367,2,4,1,0,1,0,0,1,0,0,0,0,0,1,0,3-4,2
0556-FJEGU,0,1,0,0,0,58,1,0,DSL,0,1,1,1,1,0,two_year,0,bank_transfer_automatic,70.1,4048.95,1,2.3366666666666664,69.81440677966101,4.245840389325343,8.306212867227833,4.249922794040544,4.060443010546419,3,4,1,0,1,0,0,0,0,1,1,0,0,0,1,3-4,3-4
0557-ASKVU,0,0,0,1,1,18,1,0,DSL,0,0,1,1,0,0,one_year,1,credit_card_automatic,54.4,957.1,1,1.8133333333333332,53.23684210526316,3.9747506774413597,6.863907879201861,3.996364153861897,2.8903717578961645,2,2,0,1,1,0,0,0,1,0,0,1,0,0,1,0-2,2
0559-CKHUS,0,0,0,1,0,29,1,0,No,0,0,0,0,0,0,two_year,1,mailed_check,19.55,521.8,0,0.6516666666666667,18.044999999999998,2.8928686380947517,6.257284372702628,2.972975286431375,3.367295829986474,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0-2,0-1
0562-FGDCR,0,0,0,1,1,72,1,1,DSL,1,1,0,1,1,0,two_year,0,mailed_check,74.55,5430.65,1,2.485,75.41369863013698,4.322988937956986,8.599814111104568,4.311470041210748,4.276666119016055,3,4,1,1,1,0,0,0,0,1,0,0,0,1,0,3-4,3-4
0562-HKHML,0,1,0,1,1,71,1,1,No,0,0,0,0,0,0,two_year,0,credit_card_automatic,23.9,1626.4,0,0.7966666666666666,22.920833333333334,3.1320462495334667,7.394124262314137,3.173878458937465,4.2626798770413155,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0-2,0-1
0562-KBDVM,0,0,0,0,0,70,0,0,DSL,1,1,1,1,0,0,two_year,1,bank_transfer_automatic,44.6,3058.15,1,1.4866666666666668,43.70070422535211,3.7773642169683153,8.025565436953771,3.7977338590260183,4.248495242049359,4,4,0,0,1,0,0,0,0,1,1,0,0,0,1,3-4,3-4
0564-JJHGS,1,1,0,0,0,9,1,1,Fiber optic,0,0,0,0,1,1,month_to_month,1,electronic_check,95.5,829.1,1,3.183333333333333,92.46000000000001,4.52677611856008,6.720340775122173,4.5591262474866845,2.1972245773362196,0,2,1,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
0564-MUUQK,0,0,0,1,1,20,1,1,Fiber optic,0,0,1,1,0,1,month_to_month,1,bank_transfer_automatic,95.5,1916.2,1,3.183333333333333,95.79523809523809,4.562212977011103,7.558099337216773,4.5591262474866845,2.995732273553991,2,3,1,1,0,1,0,1,0,0,1,0,0,0,1,3-4,2
0565-IYCGT,1,1,0,0,0,69,1,1,DSL,1,1,1,1,0,1,one_year,1,credit_card_automatic,78.6,5356.45,1,2.6199999999999997,77.64357142857143,4.352128757095649,8.586056721205578,4.364371699435161,4.23410650459726,4,5,1,0,1,0,0,0,1,0,0,1,0,0,1,5-6,3-4
0565-JUPYD,0,1,0,0,0,63,1,1,Fiber optic,1,1,1,1,1,0,one_year,0,credit_card_automatic,104.5,6590.8,1,3.4833333333333334,104.6140625,4.650277983321056,8.793430016183276,4.6491870714048655,4.143134726391533,4,5,1,0,0,1,0,0,1,0,0,1,0,0,1,5-6,3-4
0567-GGCAC,0,0,0,0,0,7,1,0,DSL,1,1,1,0,0,0,month_to_month,0,electronic_check,61.4,438.9,1,2.0466666666666664,62.537499999999994,4.135766376814323,6.0842715966941885,4.117409835153096,1.9459101490553132,3,3,0,0,1,0,0,1,0,0,0,0,1,0,0,3-4,3-4
0567-XRHCU,0,0,0,1,1,69,0,0,DSL,1,0,1,0,0,1,two_year,1,credit_card_automatic,43.95,2960.1,1,1.465,42.915,3.7592214151701833,7.992978330531231,3.783052624131186,4.23410650459726,2,3,1,1,1,0,0,0,0,1,0,1,0,0,1,3-4,2
0568-ONFPC,1,1,0,1,1,5,1,1,No,0,0,0,0,0,0,month_to_month,1,bank_transfer_automatic,25.9,135.0,0,0.8633333333333333,26.816666666666666,3.2890235847702827,4.90527477843843,3.254242968705492,1.6094379124341003,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0-2,0-1
0570-BFQHT,0,0,0,0,0,9,1,0,Fiber optic,0,1,1,0,0,0,month_to_month,0,electronic_check,80.55,653.9,1,2.685,73.445,4.296536826783378,6.4829544345672305,4.388878109622984,2.1972245773362196,2,2,0,0,0,1,0,1,0,0,0,0,1,0,0,0-2,2
0572-ZJKLT,0,0,0,1,1,46,1,1,Fiber optic,1,0,1,1,0,1,two_year,0,mailed_check,99.65,4630.2,1,3.3216666666666668,100.6351063829787,4.611501166799496,8.440355342691612,4.6016640466588035,3.828641396489095,3,4,1,1,0,1,0,0,0,1,0,0,0,1,0,3-4,3-4
0575-CUQOV,0,1,1,1,0,60,1,0,Fiber optic,0,1,1,0,1,1,one_year,1,electronic_check,97.95,5867.0,1,3.265,97.78606557377049,4.582782088093901,8.67709870892586,4.58445714439055,4.0943445622221,2,4,1,1,0,1,0,0,1,0,0,0,1,0,0,3-4,2
0576-WNXXC,1,1,1,1,0,27,1,1,Fiber optic,0,1,1,0,0,1,month_to_month,1,electronic_check,95.55,2510.2,1,3.185,93.0625,4.533271310444228,7.828117710226346,4.559649670686282,3.295836866004329,2,3,1,1,0,1,0,1,0,0,0,0,1,0,0,3-4,2
0577-WHMEV,0,0,0,1,0,16,1,1,Fiber optic,1,1,1,0,0,0,month_to_month,0,electronic_check,90.7,1374.9,1,3.0233333333333334,86.21176470588236,4.456806649863649,7.226136280183188,4.507557357121091,2.772588722239781,3,3,0,1,0,1,0,1,0,0,0,0,1,0,0,3-4,3-4
0578-SKVMF,1,0,0,1,1,22,1,0,Fiber optic,0,1,0,0,0,1,month_to_month,0,electronic_check,83.3,1845.9,1,2.7766666666666664,83.87826086956522,4.429366472265667,7.520722242414554,4.422448549172797,3.091042453358316,1,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
0580-PIQHM,0,0,0,1,1,41,1,1,Fiber optic,1,1,1,0,0,1,one_year,1,bank_transfer_automatic,101.6,3930.55,1,3.3866666666666663,96.00357142857143,4.5643853931567975,8.276534644180758,4.6210435351443815,3.713572066704308,3,4,1,1,0,1,0,0,1,0,1,0,0,0,1,3-4,3-4
0581-BXBUB,0,0,1,0,0,4,1,0,Fiber optic,0,1,0,0,0,0,month_to_month,0,electronic_check,72.75,317.75,1,2.425,78.1,4.35799005684564,5.761264910069563,4.287028906051602,1.3862943611198906,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
0581-MDMPW,0,0,0,0,0,24,1,1,Fiber optic,0,0,1,0,1,0,month_to_month,1,credit_card_automatic,88.95,2072.75,1,2.9650000000000003,86.46799999999999,4.459774403295806,7.636631506996328,4.4880744141118445,3.1780538303479458,1,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0-2,0-1
0582-AVCLN,0,0,0,0,0,38,1,0,No,0,0,0,0,0,0,two_year,0,mailed_check,20.3,743.05,0,0.6766666666666666,19.573076923076922,2.974154995573305,6.610763337204578,3.0106208860477417,3.6375861597263857,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0-2,0-1
0584-BJQGZ,0,0,0,0,0,25,1,1,DSL,1,1,1,1,1,0,month_to_month,1,bank_transfer_automatic,78.35,1837.9,1,2.6116666666666664,73.70192307692308,4.3000288921645415,7.516378894471428,4.36118596880203,3.2188758248682006,4,5,1,0,1,0,0,1,0,0,1,0,0,0,1,5-6,3-4
0585-EGDDA,0,1,0,1,0,40,1,0,Fiber optic,0,1,1,0,0,0,month_to_month,1,electronic_check,80.0,3168.75,1,2.6666666666666665,79.23780487804878,4.372453519251392,8.061092467339494,4.382026634673881,3.6888794541139363,2,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0-2,2
0587-DMGBH,1,0,0,0,0,8,1,0,DSL,1,0,0,0,0,0,month_to_month,1,electronic_check,49.85,365.55,1,1.6616666666666666,46.15555555555556,3.832017334105793,5.901403068739325,3.9090184964078474,2.0794415416798357,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0-2,0-1
0594-UFTUL,0,1,0,1,1,13,1,0,No,0,0,0,0,0,0,month_to_month,1,mailed_check,19.85,252.0,0,0.6616666666666667,19.417857142857144,2.9661931139766713,5.529429087511423,2.9882040071331994,2.5649493574615367,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0-2,0-1
0595-ITUDF,0,1,0,1,1,64,1,1,Fiber optic,1,1,1,0,0,0,month_to_month,1,electronic_check,91.8,5960.5,1,3.06,93.1123076923077,4.533806374173992,8.692909649158056,4.519612297626445,4.1588830833596715,3,3,0,1,0,1,0,1,0,0,0,0,1,0,0,3-4,3-4
0596-BQCEQ,1,0,0,1,1,62,1,0,Fiber optic,0,1,1,0,1,1,month_to_month,1,electronic_check,100.15,6283.3,1,3.3383333333333334,101.32460317460317,4.618329256144534,8.745650599154187,4.606669062111827,4.127134385045092,2,4,1,1,0,1,0,1,0,0,0,0,1,0,0,3-4,2
0599-XNYDO,0,0,0,1,0,20,1,0,Fiber optic,0,0,0,0,0,0,month_to_month,1,bank_transfer_automatic,69.8,1540.35,1,2.3266666666666667,76.67380952380952,4.339560183617108,7.339764942312414,4.2456340097683265,2.995732273553991,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0-2,0-1
0601-WZHJF,1,1,0,1,0,14,0,0,DSL,0,0,0,0,1,1,month_to_month,0,electronic_check,46.35,667.7,1,1.5450000000000002,47.60333333333334,3.8629027867967323,6.503838970863823,3.836221292011864,2.6390573296152584,0,2,1,1,1,0,0,1,0,0,0,0,1,0,0,0-2,0-1
0602-DDUML,0,0,0,0,0,57,1,0,DSL,0,1,1,1,1,0,two_year,0,mailed_check,69.75,3894.4,1,2.325,68.34741379310346,4.224603724752609,8.267294902793209,4.244917420701475,4.04305126783455,3,4,1,0,1,0,0,0,0,1,0,0,0,1,0,3-4,3-4
0603-OLQDC,0,1,0,0,1,12,1,0,DSL,1,0,0,0,1,1,month_to_month,1,mailed_check,69.85,837.5,1,2.328333333333333,69.79615384615384,4.245578905759496,6.730421263699221,4.246350085702971,2.4849066497880004,1,3,1,1,1,0,0,1,0,0,0,0,0,1,0,3-4,0-1
0603-TPMIB,0,0,0,1,1,59,1,1,No,0,0,0,0,0,0,two_year,0,mailed_check,25.45,1534.05,0,0.8483333333333333,25.991666666666667,3.2577759738257575,7.335666575920132,3.2367157429965316,4.07753744390572,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0-2,0-1
0604-THJFP,0,0,0,1,1,59,1,0,DSL,0,1,0,1,1,1,two_year,1,credit_card_automatic,75.95,4542.35,1,2.5316666666666667,76.97166666666666,4.343437388769851,8.421199778261155,4.330075229041782,4.07753744390572,2,4,1,1,1,0,0,0,0,1,0,1,0,0,1,3-4,2
0607-DAAHE,1,1,0,0,1,53,1,0,No,0,0,0,0,0,0,two_year,0,bank_transfer_automatic,19.75,1052.35,0,0.6583333333333333,19.8537037037037,2.9883905742979198,6.95878103758518,2.9831534913471307,3.970291913552122,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0-2,0-1
0607-MVMGC,0,1,0,1,1,45,1,1,DSL,0,1,1,0,1,1,one_year,0,credit_card_automatic,78.75,3600.65,1,2.625,79.98695652173913,4.381863577902588,8.188869663701565,4.366278277705742,3.8066624897703196,2,4,1,1,1,0,0,0,1,0,0,1,0,0,1,3-4,2
0608-JDVEC,0,1,0,1,0,50,1,0,No,0,0,0,0,0,0,two_year,0,electronic_check,19.8,1013.2,0,0.66,20.254901960784313,3.008396836395313,6.92086891812752,2.9856819377004897,3.912023005428146,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0-2,0-1
0611-DFXKO,1,1,0,1,0,20,1,0,Fiber optic,0,0,0,0,1,1,month_to_month,1,mailed_check,89.0,1820.45,1,2.966666666666667,90.92619047619048,4.51004808373417,7.506839002256171,4.48863636973214,2.995732273553991,0,2,1,1,0,1,0,1,0,0,0,0,0,1,0,0-2,0-1
0612-RTZZA,1,0,1,0,0,1,0,0,DSL,0,0,0,0,0,0,month_to_month,0,electronic_check,25.25,25.25,1,0.8416666666666667,25.25,3.228826155721369,3.228826155721369,3.228826155721369,0.0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0-2,0-1
0613-WUXUM,0,0,0,1,1,70,1,0,No,0,0,0,0,0,0,two_year,1,mailed_check,19.2,1401.4,0,0.64,20.008450704225353,2.9961547195223943,7.245227015936433,2.954910279033736,4.248495242049359,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0-2,0-1
0616-ATFGB,1,1,1,1,0,1,0,0,DSL,0,0,0,0,0,0,month_to_month,0,electronic_check,25.05,25.05,1,0.8350000000000001,25.05,3.2208738275308737,3.2208738275308737,3.2208738275308737,0.0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0-2,0-1
0617-AQNWT,1,0,0,1,0,64,0,0,DSL,1,0,1,1,0,1,two_year,0,electronic_check,47.85,3147.5,1,1.595,49.15923076923077,3.895064637082139,8.054363765918502,3.8680711178989635,4.1588830833596715,3,4,1,1,1,0,0,0,0,1,0,0,1,0,0,3-4,3-4
0617-FHSGK,1,1,0,0,1,49,1,1,Fiber optic,0,0,0,0,0,0,month_to_month,0,credit_card_automatic,75.2,3678.3,1,2.506666666666667,75.07,4.318421011584911,8.21020596790645,4.320151230955794,3.8918202981106265,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0-2,0-1
0618-XWMSS,1,1,0,0,1,28,1,0,Fiber optic,1,0,0,0,0,0,month_to_month,1,bank_transfer_automatic,74.9,2068.55,1,2.496666666666667,73.91206896551725,4.302876129444062,7.634603157714716,4.316153890523174,3.332204510175204,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0-2,0-1
0619-OLYUR,0,1,0,1,0,72,1,1,Fiber optic,1,0,1,1,1,1,two_year,1,credit_card_automatic,111.9,8071.05,1,3.73,112.09520547945205,4.7193485591318005,8.996038864324388,4.71760561531788,4.276666119016055,3,5,1,1,0,1,0,0,0,1,0,1,0,0,1,5-6,3-4
0620-DLSLK,0,0,0,0,0,13,1,0,Fiber optic,0,0,0,0,1,0,month_to_month,1,mailed_check,81.9,1028.9,1,2.73,79.34285714285716,4.373778425817386,6.9362455493817645,4.405498990859024,2.5649493574615367,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0-2,0-1
0620-XEFWH,0,1,0,1,1,4,1,0,No,0,0,0,0,0,0,month_to_month,0,mailed_check,18.85,84.2,0,0.6283333333333334,20.610000000000003,3.0257763949023677,4.4331949212482815,2.93651291389402,1.3862943611198906,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0-2,0-1
0621-CXBKL,0,0,0,0,0,53,1,0,No,0,0,0,0,0,0,two_year,0,mailed_check,18.7,1005.7,0,0.6233333333333333,18.97037037037037,2.942878307761096,6.913439095450435,2.928523523860541,3.970291913552122,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0-2,0-1
0621-HJWXJ,0,0,0,1,0,63,1,1,Fiber optic,0,1,0,0,0,0,month_to_month,1,bank_transfer_automatic,81.55,5029.05,1,2.7183333333333333,79.853125,4.380189009775007,8.522986378457,4.401216329067023,4.143134726391533,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0-2,0-1
0621-JFHOL,0,0,0,0,0,10,0,0,DSL,0,0,0,1,0,0,two_year,1,mailed_check,29.6,299.05,1,0.9866666666666667,29.87727272727273,3.397098081911215,5.700610783490566,3.3877743613300146,2.302585092994046,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0-2,0-1
0621-TSSMU,0,1,0,1,0,56,1,0,No,0,0,0,0,0,0,one_year,0,credit_card_automatic,19.95,1126.75,0,0.6649999999999999,20.117543859649125,3.0015922632097087,7.027092661570758,2.9932291433358724,4.02535169073515,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0-2,0-1
0621-TWIEM,1,1,0,0,0,10,1,0,DSL,0,0,0,0,0,0,month_to_month,1,electronic_check,45.55,402.6,1,1.5183333333333333,40.74090909090909,3.7072327250050003,5.9979435132056915,3.8188106237059674,2.302585092994046,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0-2,0-1
0623-EJQEG,0,1,0,0,0,65,1,1,Fiber optic,1,0,0,1,0,1,one_year,0,electronic_check,93.55,6069.25,1,3.118333333333333,93.37575757575758,4.536631756681194,8.710990317935217,4.538496052720099,4.174387269895637,2,3,1,0,0,1,0,0,1,0,0,0,1,0,0,3-4,2
0623-GDISB,0,0,0,0,0,1,1,0,DSL,1,0,0,0,0,0,month_to_month,1,bank_transfer_automatic,48.45,48.45,1,1.615,48.45,3.880532338336775,3.880532338336775,3.880532338336775,0.0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0-2,0-1
0623-IIHUG,1,0,1,0,0,21,0,0,DSL,1,0,0,0,1,0,month_to_month,1,electronic_check,41.9,840.1,1,1.3966666666666667,40.09090909090909,3.6911496026484754,6.733520932370801,3.735285826928092,3.044522437723423,1,2,1,0,1,0,0,1,0,0,0,0,1,0,0,0-2,0-1
0625-AFOHS,0,0,0,1,1,29,1,0,No,0,0,0,0,0,0,two_year,0,mailed_check,20.2,558.8,0,0.6733333333333333,19.3,2.9601050959108397,6.325791627382807,3.005682604407159,3.367295829986474,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0-2,0-1
0626-QXNGV,0,0,0,1,0,72,1,1,No,0,0,0,0,0,0,two_year,1,credit_card_automatic,24.15,1776.45,0,0.8049999999999999,24.665753424657535,3.2054157805259855,7.482372269835614,3.184284380098582,4.276666119016055,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0-2,0-1
0628-CNQRM,1,1,0,1,1,22,1,0,DSL,1,0,1,1,1,0,one_year,1,bank_transfer_automatic,67.5,1544.05,1,2.25,70.06739130434782,4.2494575118385,7.342164113480079,4.212127597878484,3.091042453358316,3,4,1,1,1,0,0,0,1,0,1,0,0,0,1,3-4,3-4
0634-SZPQA,1,0,0,0,0,23,1,1,Fiber optic,1,0,0,0,1,0,month_to_month,1,bank_transfer_automatic,90.05,2169.8,1,3.0016666666666665,94.16041666666668,4.544999888034273,7.68239027638835,4.500365071621965,3.1354942159291497,1,2,1,0,0,1,0,1,0,0,1,0,0,0,1,0-2,0-1
0635-WKOLD,0,1,0,1,0,40,1,1,DSL,0,1,0,1,1,0,one_year,0,credit_card_automatic,70.75,2921.75,1,2.3583333333333334,72.98780487804878,4.29029237072782,7.979938030813266,4.259152536523347,3.6888794541139363,2,3,1,1,1,0,0,0,1,0,0,1,0,0,1,3-4,2
0637-KVDLV,1,1,0,0,0,2,1,1,Fiber optic,0,0,0,0,0,0,month_to_month,1,electronic_check,76.5,162.45,1,2.55,79.64999999999999,4.3776420363560575,5.090370262115109,4.33729074083249,0.6931471805599453,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
0637-UBJRP,1,1,0,1,1,13,1,0,Fiber optic,1,0,0,0,0,1,month_to_month,0,electronic_check,84.05,1095.3,1,2.8016666666666667,84.23928571428571,4.433661388614626,6.998783577329701,4.431411859854625,2.5649493574615367,1,2,1,1,0,1,0,1,0,0,0,0,1,0,0,0-2,0-1
0637-YLETY,1,0,0,0,0,16,1,1,Fiber optic,0,1,1,0,0,1,month_to_month,1,credit_card_automatic,95.6,1555.65,1,3.1866666666666665,97.13235294117646,4.576074511780319,7.349648743703853,4.560172820057356,2.772588722239781,2,3,1,0,0,1,0,1,0,0,0,1,0,0,1,3-4,2
0639-TSIQW,1,0,0,0,0,67,1,1,Fiber optic,1,1,1,0,1,0,month_to_month,1,credit_card_automatic,102.95,6886.25,1,3.4316666666666666,102.78235294117647,4.632613674288777,8.837281948786925,4.634243433473799,4.204692619390966,3,4,1,0,0,1,0,1,0,0,0,1,0,0,1,3-4,3-4
